epoch,capsnet_accuracy,capsnet_loss,decoder_loss,loss,val_capsnet_accuracy,val_capsnet_loss,val_decoder_loss,val_loss
61,0.9261904954910278,0.0751184970140457,0.0276189744472503,0.0859451293945312,0.8888888955116272,0.1026691421866417,0.0312852673232555,0.1149329766631126
62,0.9280952215194702,0.0728890970349311,0.0273055173456668,0.0835928618907928,0.8844444155693054,0.0999228730797767,0.0310453232377767,0.1120926514267921
63,0.9180952310562134,0.0736555978655815,0.0274741575121879,0.0844254717230796,0.8877778053283691,0.1012540757656097,0.0307549443095922,0.1133100092411041
64,0.9204761981964112,0.0767392590641975,0.0272657293826341,0.0874274298548698,0.8899999856948853,0.0999863073229789,0.0309537053108215,0.1121201664209365
65,0.9228571653366088,0.0747303590178489,0.0273906346410512,0.085467480123043,0.8777777552604675,0.1014089807868003,0.0304206255823373,0.1133338585495948
66,0.9214285612106324,0.0718104764819145,0.027212768793106,0.0824778750538826,0.8822222352027893,0.1013673245906829,0.030981196090579,0.1135119721293449
67,0.9295238256454468,0.0723434910178184,0.0272713080048561,0.0830338448286056,0.8733333349227905,0.1190607175230979,0.0311306081712245,0.1312639266252517
68,0.9285714030265808,0.071381077170372,0.0272052455693483,0.0820455104112625,0.8888888955116272,0.0938460528850555,0.0305997878313064,0.1058411821722984
69,0.930476188659668,0.0697344914078712,0.0270072389394044,0.0803213343024253,0.8822222352027893,0.1047491431236267,0.0312432721257209,0.1169965341687202
70,0.9204761981964112,0.0726930126547813,0.0267503093928098,0.0831791535019874,0.8711110949516296,0.1047097891569137,0.0307876225560903,0.1167785450816154
71,0.9285714030265808,0.0698457732796669,0.0268782190978527,0.0803820267319679,0.8888888955116272,0.0953605845570564,0.0303865037858486,0.1072720661759376
72,0.9300000071525574,0.0689329877495765,0.0268589556217193,0.0794616937637329,0.8788889050483704,0.1021439209580421,0.0308463536202907,0.1142356991767883
73,0.9295238256454468,0.0692585334181785,0.026768859475851,0.079751931130886,0.8922222256660461,0.0955845266580581,0.0308982636779546,0.1076966598629951
74,0.9328571557998656,0.0662373974919319,0.0266487766057252,0.0766837075352668,0.898888885974884,0.0956522524356842,0.0303887389600276,0.1075646355748176
75,0.9333333373069764,0.0670964643359184,0.0267220381647348,0.0775714963674545,0.8766666650772095,0.09954434633255,0.0305487923324108,0.1115195006132125
76,0.9333333373069764,0.0676052719354629,0.0269557517021894,0.0781719163060188,0.8888888955116272,0.0950570702552795,0.0300200413912534,0.106824941933155
77,0.9333333373069764,0.0651966333389282,0.0266355797648429,0.0756377652287483,0.8866666555404663,0.0962528139352798,0.0304464325308799,0.1081878393888473
78,0.9352381229400636,0.0644491091370582,0.0265190005302429,0.0748445391654968,0.8933333158493042,0.0904172509908676,0.0298764482140541,0.1021288186311721
79,0.9342857003211976,0.0649490132927894,0.0264488607645034,0.0753169506788253,0.902222216129303,0.0919370874762535,0.029880441725254,0.1036502048373222
80,0.9376190304756165,0.062470469623804,0.0263915974646806,0.0728159695863723,0.898888885974884,0.092437520623207,0.0307652503252029,0.1044975146651268
81,0.941428542137146,0.0620304942131042,0.0264592282474041,0.0724025145173072,0.8922222256660461,0.0945096760988235,0.0303489714860916,0.1064064875245094
82,0.934761881828308,0.0635589733719825,0.0263683497905731,0.0738953500986099,0.8877778053283691,0.098864622414112,0.0302448309957981,0.110720582306385
83,0.9328571557998656,0.0654047429561615,0.0264810808002948,0.0757853165268898,0.8866666555404663,0.0970353633165359,0.0308736320585012,0.1091378182172775
84,0.9323809742927552,0.0648016780614852,0.0262688715010881,0.0750990733504295,0.8955555558204651,0.0934664756059646,0.0298765655606985,0.105178102850914
85,0.941428542137146,0.0607072338461875,0.026079922914505,0.0709305629134178,0.8955555558204651,0.0915411785244941,0.0299459639936685,0.103279985487461
86,0.941428542137146,0.061448648571968,0.0259980633854866,0.0716398805379867,0.8888888955116272,0.0933167412877082,0.029781375080347,0.1049910262227058
87,0.9457142949104308,0.0596969835460186,0.0262780897319316,0.0699980109930038,0.902222216129303,0.0942478775978088,0.0303165111690759,0.1061319634318351
88,0.935714304447174,0.062651626765728,0.0258984304964542,0.0728038102388382,0.8966666460037231,0.0907715559005737,0.0297881420701742,0.1024485304951667
89,0.9428571462631226,0.0613885559141635,0.0260305292904377,0.0715925469994545,0.9011111259460448,0.0902621522545814,0.0297672729939222,0.1019309237599372
90,0.941428542137146,0.0583025254309177,0.0258026700466871,0.0684171617031097,0.8999999761581421,0.0894565805792808,0.029532890766859,0.1010334715247154
91,0.9471428394317628,0.0567784905433654,0.0258310176432132,0.0669042542576789,0.8999999761581421,0.0913129448890686,0.0292429253458976,0.1027761772274971
92,0.941428542137146,0.0584166198968887,0.0258628670126199,0.0685548707842826,0.8955555558204651,0.0929304510354995,0.0301398858428001,0.1047452986240387
93,0.9476190209388732,0.0563543997704982,0.025664510205388,0.0664149150252342,0.898888885974884,0.0884128734469413,0.0297440439462661,0.1000725477933883
94,0.9409523606300354,0.059768546372652,0.0257613211870193,0.0698669925332069,0.8999999761581421,0.0902772545814514,0.029854005202651,0.1019800305366516
95,0.942380964756012,0.0582624673843383,0.025604136288166,0.068299300968647,0.905555546283722,0.087002083659172,0.0294381324201822,0.0985418483614921
96,0.9442856907844543,0.0561605021357536,0.0255719870328903,0.066184714436531,0.897777795791626,0.0893131792545318,0.0295982733368873,0.1009157076478004
97,0.9485714435577391,0.0549806281924247,0.0255154985934495,0.0649826750159263,0.903333306312561,0.0870598405599594,0.0291868038475513,0.0985010862350463
98,0.9447619318962096,0.0568709410727024,0.0255868043750524,0.0669009611010551,0.902222216129303,0.0885880440473556,0.0293110013008117,0.1000779941678047
99,0.9476190209388732,0.0548406802117824,0.0254039112478494,0.0647990256547927,0.905555546283722,0.0874044522643089,0.0292595084756612,0.0988741591572761
100,0.94904762506485,0.0544730238616466,0.0255107227712869,0.0644732266664505,0.905555546283722,0.0901082307100296,0.0291920136660337,0.1015515252947807
101,0.9495238065719604,0.0555711053311824,0.0255278851836919,0.0655780509114265,0.9088888764381408,0.0884909257292747,0.0291181430220603,0.099905252456665
102,0.9504761695861816,0.0542274229228496,0.025496294721961,0.0642219930887222,0.8955555558204651,0.0881995484232902,0.0292792618274688,0.0996769964694976
103,0.9457142949104308,0.0555467866361141,0.0255053490400314,0.065544880926609,0.8955555558204651,0.088201105594635,0.0293378066271543,0.0997015237808227
104,0.9523809552192688,0.0541976131498813,0.0254687406122684,0.0641813650727272,0.9011111259460448,0.0874421149492263,0.0293483939021825,0.0989466682076454
105,0.946666657924652,0.0545869395136833,0.0254632197320461,0.0645685195922851,0.9077777862548828,0.0855302363634109,0.0292918793857097,0.0970126539468765
106,0.9485714435577391,0.0535468570888042,0.0255054011940956,0.0635449662804603,0.9100000262260436,0.0894527584314346,0.0298772808164358,0.1011646538972854
107,0.95333331823349,0.0528840720653533,0.0252251550555229,0.0627723187208175,0.902222216129303,0.0881568938493728,0.0293318405747413,0.0996549576520919
108,0.9457142949104308,0.0536091662943363,0.025359634310007,0.0635501146316528,0.9077777862548828,0.0842379406094551,0.0290458425879478,0.0956239178776741
109,0.9504761695861816,0.0527672469615936,0.0254304576665163,0.0627359673380851,0.904444456100464,0.0854092687368393,0.0289546567946672,0.0967595130205154
110,0.9447619318962096,0.0540854670107364,0.0255034752190113,0.0640828534960746,0.897777795791626,0.0849522426724433,0.0288862716406583,0.0962756723165512
111,0.9538094997406006,0.0512463524937629,0.0251395590603351,0.06110106036067,0.905555546283722,0.0855873003602027,0.0290891863405704,0.0969902426004409
112,0.9457142949104308,0.0511373169720172,0.0251078717410564,0.0609796158969402,0.903333306312561,0.0878112092614173,0.0290248822420835,0.0991889536380767
113,0.9471428394317628,0.0510580949485302,0.025085175409913,0.0608914867043495,0.902222216129303,0.0853632688522338,0.0293017514050006,0.0968495458364486
114,0.9528571367263794,0.050857413560152,0.0250281188637018,0.0606684312224388,0.9133333563804626,0.0829159542918205,0.0288452673703432,0.0942233055830001
115,0.941428542137146,0.0536289513111114,0.0253382623195648,0.0635615661740303,0.9077777862548828,0.0844334512948989,0.0289054680615663,0.0957643836736679
116,0.9476190209388732,0.052260398864746,0.0251266341656446,0.0621100291609764,0.8999999761581421,0.0844245851039886,0.0290288180112838,0.0958039015531539
117,0.946666657924652,0.0521833151578903,0.0253130700439214,0.0621060393750667,0.9088888764381408,0.0825851112604141,0.0292662438005208,0.0940575078129768
118,0.9557142853736876,0.0506428182125091,0.0251500401645898,0.0605016238987445,0.9066666960716248,0.0849529653787612,0.0290659219026565,0.0963468179106712
119,0.9461904764175416,0.0515986010432243,0.0251064766198396,0.061440322548151,0.9066666960716248,0.0838684812188148,0.0288033597171306,0.0951593965291976
120,0.9504761695861816,0.0512820594012737,0.0251787174493074,0.0611521117389202,0.9066666960716248,0.0841441452503204,0.0288723222911357,0.0954620763659477
121,0.9514285922050476,0.050680723041296,0.0248987060040235,0.0604410171508789,0.9088888764381408,0.0840137228369712,0.0288983006030321,0.0953418463468551
122,0.954285740852356,0.0510028526186943,0.025228101760149,0.0608922690153121,0.9088888764381408,0.0824159681797027,0.0288049317896366,0.0937075242400169
123,0.9485714435577391,0.0513420850038528,0.0251990966498851,0.0612201280891895,0.9066666960716248,0.0829377323389053,0.0288340784609317,0.0942406803369522
124,0.9547619223594666,0.0502206124365329,0.02510198764503,0.0600605867803096,0.902222216129303,0.084257498383522,0.0288021322339773,0.0955479517579078
125,0.9557142853736876,0.0489061176776886,0.0249926317483186,0.0587032288312912,0.9111111164093018,0.0838287770748138,0.028694313019514,0.0950769707560539
126,0.950952410697937,0.0494618341326713,0.025070484727621,0.0592894554138183,0.903333306312561,0.0833325311541557,0.028666166588664,0.0945696756243705
127,0.9504761695861816,0.0504409857094287,0.0250978507101535,0.0602793432772159,0.9077777862548828,0.0826376676559448,0.028769664466381,0.0939153954386711
128,0.9538094997406006,0.049258891493082,0.0249042473733425,0.0590213425457477,0.9111111164093018,0.0827191174030304,0.0287319831550121,0.0939820855855941
129,0.9552381038665771,0.0500041916966438,0.0249360688030719,0.0597791336476802,0.902222216129303,0.0830624252557754,0.0286618936806917,0.0942978635430336
130,0.946666657924652,0.0499253645539283,0.0249514188617467,0.0597063228487968,0.9111111164093018,0.0816745981574058,0.0288817323744297,0.0929962396621704
131,0.9538094997406006,0.0482688657939434,0.0249248296022415,0.0580394007265567,0.905555546283722,0.0816870778799057,0.0287363398820161,0.0929517298936843
132,0.949999988079071,0.0498911142349243,0.0248401258140802,0.0596284382045269,0.9077777862548828,0.0806407183408737,0.0286946594715118,0.0918890014290809
133,0.9538094997406006,0.0481452830135822,0.0248414073139429,0.0578830949962139,0.9066666960716248,0.0823245719075203,0.0288184508681297,0.0936214104294776
134,0.9528571367263794,0.048767153173685,0.0247818287461996,0.0584816113114357,0.9077777862548828,0.0823961123824119,0.0287430547177791,0.0936633944511413
135,0.95333331823349,0.0495780818164348,0.0246471110731363,0.0592397600412368,0.9144444465637208,0.0807558670639991,0.0285774879157543,0.0919582545757293
136,0.9561904668807985,0.0482107363641262,0.0247121155261993,0.0578978955745697,0.905555546283722,0.0818673223257064,0.0285618957132101,0.0930636078119278
137,0.9523809552192688,0.0489885620772838,0.0248534679412841,0.0587311163544654,0.9066666960716248,0.0813179537653923,0.0286828894168138,0.092561662197113
138,0.954285740852356,0.0474022254347801,0.0247184075415134,0.0570918545126915,0.9088888764381408,0.0814646035432815,0.0285331662744283,0.0926496088504791
139,0.9566666483879088,0.047196440398693,0.0247012339532375,0.0568793267011642,0.9122222065925598,0.0819181203842163,0.0286110173910856,0.0931336581707
140,0.9523809552192688,0.0477051362395286,0.0248956196010112,0.0574642159044742,0.9100000262260436,0.0798209607601165,0.0285369846969842,0.0910074710845947
141,0.9538094997406006,0.0468634590506553,0.0247122589498758,0.0565506815910339,0.9088888764381408,0.0814979672431945,0.0286366399377584,0.0927235260605812
142,0.9495238065719604,0.0480162240564823,0.0246665067970752,0.0576854906976223,0.9088888764381408,0.082083910703659,0.0285362135618925,0.0932701081037521
143,0.9595237970352172,0.0482585690915584,0.0247889384627342,0.0579758323729038,0.9133333563804626,0.080462597310543,0.0286601837724447,0.0916973873972892
144,0.9547619223594666,0.0484906397759914,0.0247276648879051,0.058183878660202,0.9088888764381408,0.0811023116111755,0.0287354402244091,0.0923666134476661
145,0.958571434020996,0.0454429648816585,0.0245766099542379,0.0550770089030265,0.9111111164093018,0.0802872404456138,0.0286122169345617,0.0915032252669334
146,0.9547619223594666,0.0474050715565681,0.0246557705104351,0.0570701323449611,0.9122222065925598,0.0817311704158783,0.0286638531833887,0.0929673910140991
147,0.954285740852356,0.0478743501007556,0.0247935149818658,0.0575934089720249,0.9133333563804626,0.0811479985713958,0.0285989940166473,0.0923588052392005
148,0.954285740852356,0.0466737560927867,0.0247711017727851,0.0563840381801128,0.905555546283722,0.0808084905147552,0.0285794027149677,0.0920116081833839
149,0.95333331823349,0.0474577024579048,0.0247170757502317,0.0571467764675617,0.905555546283722,0.0816345587372779,0.0286333076655864,0.0928588211536407
150,0.9552381038665771,0.0463122837245464,0.0246344879269599,0.0559690073132514,0.9144444465637208,0.080700896680355,0.0286040864884853,0.0919137001037597
151,0.9609524011611938,0.0456643737852573,0.024494744837284,0.0552662946283817,0.9100000262260436,0.081459917128086,0.0286792684346437,0.0927021950483322
152,0.9557142853736876,0.0468280240893363,0.0246787555515766,0.0565021112561225,0.9077777862548828,0.0807312950491905,0.0285920295864343,0.0919393375515937
153,0.9561904668807985,0.0459544099867343,0.0247266925871372,0.0556472614407539,0.9111111164093018,0.0813463032245636,0.0286115258932113,0.0925620049238205
154,0.9566666483879088,0.0470061115920543,0.0245239473879337,0.0566194988787174,0.9122222065925598,0.0806711688637733,0.028543597087264,0.091860257089138
155,0.959999978542328,0.0451525039970874,0.0246555898338556,0.0548174828290939,0.9077777862548828,0.0811934769153595,0.0285734571516513,0.0923942551016807
156,0.9580952525138856,0.0461638309061527,0.0246571656316518,0.0558294467628002,0.9066666960716248,0.080779992043972,0.0285942368209362,0.0919889435172081
157,0.9580952525138856,0.0457646735012531,0.0245851762592792,0.0554020889103412,0.9111111164093018,0.0816196277737617,0.0284414310008287,0.0927686765789985
158,0.95333331823349,0.046901274472475,0.0246003530919551,0.0565445832908153,0.9133333563804626,0.0794653743505477,0.0285215508192777,0.09064581990242
159,0.9576190710067748,0.047036126255989,0.0247937608510255,0.056755281984806,0.9111111164093018,0.079870156943798,0.0285212192684412,0.0910504832863807
160,0.9580952525138856,0.0449763983488082,0.0244014114141464,0.0545417517423629,0.9133333563804626,0.0801096633076667,0.0284536182880401,0.0912634804844856
161,0.95333331823349,0.0462691821157932,0.0248039308935403,0.0559923239052295,0.9111111164093018,0.079988770186901,0.0284245423972606,0.0911311879754066
162,0.9561904668807985,0.0457026399672031,0.0244237259030342,0.0552767254412174,0.9111111164093018,0.0794917345046997,0.0284357666969299,0.0906385630369186
163,0.9561904668807985,0.0457851961255073,0.0246332921087741,0.0554414428770542,0.9100000262260436,0.0801463574171066,0.0284702200442552,0.091306671500206
164,0.9557142853736876,0.047040794044733,0.0245727859437465,0.0566733293235302,0.9077777862548828,0.0808081924915313,0.0284099951386451,0.091944932937622
165,0.9571428298950196,0.0449118204414844,0.0247114598751068,0.0545987039804458,0.9100000262260436,0.0806700587272644,0.0285081043839454,0.0918452367186546
166,0.9580952525138856,0.0449059680104255,0.0245934668928384,0.0545466095209121,0.9011111259460448,0.0812226831912994,0.028401480987668,0.0923560783267021
167,0.9623809456825256,0.0446669682860374,0.0245560426265001,0.054292943328619,0.9077777862548828,0.0807247385382652,0.0284517183899879,0.0918778032064437
168,0.9557142853736876,0.0458929650485515,0.0245514288544654,0.0555171370506286,0.9088888764381408,0.0800485759973526,0.0284485705196857,0.0912004336714744
169,0.9604762196540833,0.0455273911356925,0.0243201572448015,0.0550608970224857,0.9100000262260436,0.079769566655159,0.0284353680908679,0.0909162536263465
170,0.961904764175415,0.0444620177149772,0.0246022511273622,0.0541060864925384,0.9100000262260436,0.0800357386469841,0.0284679979085922,0.0911952182650566
171,0.9590476155281068,0.0442523472011089,0.0241968240588903,0.0537375025451183,0.9111111164093018,0.0794909298419952,0.0284416861832141,0.090640053153038
172,0.9614285826683044,0.0441638603806495,0.0244849137961864,0.0537619590759277,0.9088888764381408,0.0802045762538909,0.0284530874341726,0.0913581922650337
173,0.9571428298950196,0.0451554171741008,0.0246548205614089,0.0548201128840446,0.9122222065925598,0.0798589214682579,0.0285787060856819,0.0910617709159851
174,0.9557142853736876,0.0443770848214626,0.0245363414287567,0.0539953485131263,0.9077777862548828,0.0800444856286048,0.0284773856401443,0.0912076383829116
175,0.961904764175415,0.0440207868814468,0.0244321692734956,0.0535981729626655,0.9100000262260436,0.0796036943793296,0.028510158881545,0.0907796919345855
176,0.9595237970352172,0.0456236079335212,0.0244565550237894,0.0552105866372585,0.9088888764381408,0.0794478803873062,0.028429064899683,0.0905920714139938
177,0.9561904668807985,0.0458192750811576,0.0245678704231977,0.0554498732089996,0.9111111164093018,0.0792300477623939,0.0284100044518709,0.0903667882084846
178,0.9557142853736876,0.0449284501373767,0.0245615225285291,0.0545565672218799,0.904444456100464,0.0798186063766479,0.0283387042582035,0.0909273624420166
179,0.9595237970352172,0.0449895076453685,0.0245374143123626,0.0546081662178039,0.9088888764381408,0.0797722935676574,0.0284104961901903,0.0909092053771019
180,0.9566666483879088,0.0446501187980175,0.0246631447225809,0.0543180890381336,0.9100000262260436,0.0798162519931793,0.0284311212599277,0.090961255133152
181,0.9528571367263794,0.0453942380845546,0.0245687458664178,0.0550251938402652,0.904444456100464,0.0800810754299163,0.0284786261618137,0.0912447124719619
182,0.9571428298950196,0.0448414497077465,0.0245355926454067,0.0544593892991542,0.9122222065925598,0.0791668519377708,0.028388924896717,0.0902953073382377
183,0.9580952525138856,0.0446413047611713,0.02448102645576,0.0542378686368465,0.9100000262260436,0.0798392817378044,0.0283751543611288,0.0909623280167579
184,0.9604762196540833,0.0442219004034996,0.0245848018676042,0.0538591481745243,0.9111111164093018,0.0797142162919044,0.0284399893134832,0.0908626690506935
185,0.954285740852356,0.0457644984126091,0.0243713352829217,0.0553180649876594,0.9077777862548828,0.0792799219489097,0.0283770412206649,0.0904037207365036
186,0.9561904668807985,0.0454816669225692,0.0245211422443389,0.0550939701497554,0.9066666960716248,0.0798882022500038,0.0284097399562597,0.0910247936844825
187,0.9561904668807985,0.0443569794297218,0.0246228445321321,0.0540091283619403,0.9088888764381408,0.0794028043746948,0.0283720046281814,0.0905246287584304
188,0.9571428298950196,0.0446637719869613,0.0244717728346586,0.0542567260563373,0.9111111164093018,0.0793717727065086,0.0284139513969421,0.0905100405216217
